,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
3011,12,Dominick Barlow,PF,22,PHI,9,0,96,5.3,9.1,.588,0.0,0.5,.000,5.3,8.5,.625,3.2,3.7,.857,3.2,4.8,8.0,0.5,1.1,2.1,1.1,4.8,13.9,,130,121,2025-2026
3012,13,Harrison Barnes,PF,33,SAS,20,0,183,3.5,10.5,.333,1.6,7.0,.231,1.9,3.5,.538,3.8,4.6,.824,4.3,2.7,7.0,1.3,0.5,0.3,1.3,2.2,12.4,,114,114,2025-2026
3013,14,Scottie Barnes,PF,24,TOR,7,7,273,10.7,21.0,.509,1.4,3.8,.381,9.2,17.2,.537,7.8,9.8,.796,2.0,5.8,7.8,10.9,1.4,2.2,4.3,3.8,30.6,,121,114,2025-2026
3014,15,RJ Barrett,SF,25,TOR,7,7,271,11.5,24.1,.477,3.1,8.0,.386,8.4,16.0,.523,4.7,7.5,.634,2.6,6.4,8.9,5.1,1.6,0.4,4.6,4.4,30.8,,106,115,2025-2026
3015,16,Jamison Battle,SF,24,TOR,6,0,71,7.7,13.2,.579,4.9,7.7,.636,2.8,5.6,.500,0.0,0.0,0,2.1,5.6,7.7,0.7,0.0,0.0,0.7,4.2,20.2,,143,119,2025-2026
3016,17,Joan Beringer,PF,19,MIN,5,0,23,10.4,18.8,.556,0.0,0.0,0,10.4,18.8,.556,12.5,16.7,.750,10.4,12.5,23.0,0.0,4.2,4.2,6.3,0.0,33.4,,115,100,2025-2026
3017,18,Goga Bitadze,C,26,ORL,6,0,83,3.6,9.1,.400,0.0,0.0,0,3.6,9.1,.400,3.0,4.2,.714,7.9,6.7,14.5,1.2,1.2,6.1,2.4,8.5,10.3,,105,104,2025-2026
3018,19,Bismack Biyombo,C,33,SAS,9,0,25,5.9,13.8,.429,0.0,0.0,0,5.9,13.8,.429,0.0,0.0,0,2.0,3.9,5.9,0.0,0.0,3.9,3.9,7.9,11.8,,72,110,2025-2026
3019,20,Anthony Black,PG,22,ORL,7,0,196,5.1,13.9,.370,1.8,5.6,.318,3.3,8.2,.406,3.3,5.4,.619,0.5,5.1,5.6,2.6,3.9,1.3,1.3,4.9,15.4,,99,105,2025-2026
3020,21,Adem Bona,C,22,PHI,10,3,96,4.3,8.5,.500,0.0,0.0,0,4.3,8.5,.500,5.3,8.5,.625,5.9,5.3,11.2,0.5,0.5,3.7,5.9,12.3,13.9,,92,119,2025-2026
3021,22,Devin Booker,SG,29,PHO,4,4,153,9.6,20.8,.460,1.6,6.6,.250,7.9,14.2,.558,7.3,9.2,.786,3.3,2.3,5.6,6.3,0.3,0.3,5.3,4.9,28.0,,109,134,2025-2026
3022,23,Jamaree Bouyea,PG,26,PHO,4,0,10,10.1,20.2,.500,0.0,0.0,0,10.1,20.2,.500,5.0,10.1,.500,5.0,10.1,15.1,5.0,5.0,0.0,0.0,0.0,25.2,,124,118,2025-2026
3023,24,Tony Bradley,C,28,ATL,4,0,41,3.6,4.8,.750,1.2,1.2,1.000,2.4,3.6,.667,4.8,7.3,.667,1.2,12.1,13.3,3.6,2.4,3.6,1.2,8.5,13.3,,153,113,2025-2026
3024,25,Christian Braun,SG,24,DEN,6,6,187,3.9,9.4,.417,1.6,3.6,.429,2.3,5.7,.409,3.6,4.9,.737,0.5,4.9,5.5,2.6,1.6,1.3,1.0,3.4,13.0,,112,114,2025-2026
3025,26,Mikal Bridges,SF,29,NYK,19,19,608,8.7,15.5,.559,1.9,5.2,.365,6.8,10.3,.656,1.9,2.1,.920,0.6,4.5,5.0,4.3,1.6,0.5,1.4,3.0,21.1,,130,108,2025-2026
3026,27,Dillon Brooks,SF,30,PHO,4,4,149,13.2,28.8,.459,4.7,10.8,.438,8.5,17.9,.472,4.1,4.1,1.000,1.7,6.4,8.1,2.4,0.3,0.3,2.0,6.1,35.2,,117,131,2025-2026
3027,28,Johni Broome,C,23,PHI,2,0,8,19.2,38.4,.500,6.4,25.6,.250,12.8,12.8,1.000,0.0,0.0,0,6.4,6.4,12.8,6.4,0.0,0.0,0.0,0.0,44.8,,125,125,2025-2026
3028,29,Bruce Brown,SG,29,DEN,6,0,116,6.3,14.3,.441,1.3,4.6,.273,5.0,9.7,.522,2.1,3.8,.556,1.3,5.5,6.7,4.2,4.2,0.0,3.8,6.7,16.0,,89,109,2025-2026
3029,30,Jaylen Brown,SF,29,BOS,7,7,249,13.4,29.4,.455,3.5,8.6,.405,9.9,20.8,.475,6.8,9.5,.717,2.3,6.0,8.2,4.7,1.2,1.6,5.1,4.3,37.0,,105,111,2025-2026
3030,31,Jalen Brunson,PG,29,NYK,19,19,702,13.7,29.5,.465,3.2,8.9,.363,10.5,20.7,.509,7.9,9.3,.846,0.8,3.5,4.3,8.2,1.6,0.0,3.6,2.9,38.5,,119,109,2025-2026
3031,32,Carter Bryant,PF,20,SAS,22,0,187,5.8,11.6,.500,3.2,7.6,.414,2.6,4.0,.667,0.5,1.6,.333,2.4,7.6,10.0,4.0,0.8,1.6,3.7,10.5,15.3,,107,108,2025-2026
3032,33,Thomas Bryant,C,28,CLE,9,0,41,7.4,25.8,.286,2.5,14.8,.167,4.9,11.1,.444,3.7,3.7,1.000,3.7,9.8,13.5,2.5,2.5,1.2,2.5,4.9,20.9,,88,110,2025-2026
3033,34,Jamal Cain,SF,26,ORL,7,3,123,4.9,11.9,.414,1.2,4.9,.250,3.7,7.0,.529,2.0,4.5,.455,2.9,7.0,9.8,1.6,0.8,1.2,2.0,5.7,13.1,,95,110,2025-2026
3034,35,Toumani Camara,PF,25,POR,5,5,165,3.3,11.5,.289,2.1,8.2,.259,1.2,3.3,.364,1.8,1.8,1.000,2.4,5.8,8.2,1.8,2.1,0.9,2.1,3.9,10.6,,90,117,2025-2026
3035,36,Clint Capela,C,31,HOU,4,0,22,7.1,19.0,.375,0.0,0.0,0,7.1,19.0,.375,0.0,0.0,0,11.9,4.8,16.7,2.4,0.0,2.4,2.4,2.4,14.3,,98,114,2025-2026
3036,37,Jevon Carter,PG,30,ORL,3,0,17,3.0,11.8,.250,0.0,5.9,.000,3.0,5.9,.500,0.0,0.0,0,3.0,3.0,5.9,5.9,3.0,0.0,0.0,0.0,5.9,,89,110,2025-2026
3037,38,Wendell Carter Jr.,C,26,ORL,7,7,237,5.3,10.2,.521,1.1,3.8,.278,4.2,6.4,.667,4.7,6.6,.710,4.2,6.2,10.4,4.2,0.8,2.5,2.1,5.9,16.3,,126,109,2025-2026
3038,39,Alex Caruso,SG,31,OKC,15,0,353,7.8,16.4,.478,4.7,10.5,.446,3.1,5.8,.537,3.1,3.8,.815,0.9,5.6,6.4,4.4,3.0,1.0,2.0,4.4,23.5,,127,111,2025-2026
3039,40,Stephon Castle,PG,21,SAS,23,23,760,8.8,19.2,.459,2.3,6.5,.350,6.5,12.7,.515,7.2,8.8,.816,2.1,5.4,7.5,9.1,1.4,0.5,5.2,5.8,27.1,,114,110,2025-2026
3040,41,Julian Champagnie,SF,24,SAS,23,23,705,6.1,13.7,.444,4.3,10.8,.396,1.8,2.9,.619,1.6,2.1,.767,1.5,7.7,9.2,2.5,2.1,0.8,0.9,3.6,18.0,,127,106,2025-2026
3041,42,Sidy Cissoko,SF,21,POR,4,0,26,7.7,19.3,.400,3.9,9.6,.400,3.9,9.6,.400,1.9,1.9,1.000,3.9,5.8,9.6,1.9,7.7,0.0,1.9,7.7,21.2,,108,105,2025-2026
3042,43,Jaylen Clark,SG,24,MIN,6,0,57,2.5,10.1,.250,1.7,6.7,.250,0.8,3.4,.250,1.7,1.7,1.000,1.7,4.2,5.9,2.5,0.8,0.8,0.0,5.1,8.4,,103,117,2025-2026
3043,44,Jordan Clarkson,SG,33,NYK,18,0,195,9.0,19.8,.455,1.0,4.9,.211,8.0,14.9,.534,3.9,4.9,.789,4.6,3.3,8.0,2.8,1.0,0.3,4.1,6.4,22.9,,103,110,2025-2026
3044,45,Donovan Clingan,C,21,POR,5,5,107,6.6,21.5,.304,2.3,11.7,.200,4.2,9.8,.429,0.9,1.9,.500,6.6,11.7,18.3,5.1,0.5,1.4,1.4,6.6,16.4,,96,116,2025-2026
3045,46,Amir Coffey,SG,28,PHO,4,0,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,,0,137,2025-2026
3046,47,Mike Conley,PG,38,MIN,12,5,168,5.4,10.9,.500,3.7,7.4,.500,1.7,3.4,.500,0.6,0.6,1.000,0.3,4.0,4.3,9.1,2.3,0.0,1.4,4.3,15.2,,140,115,2025-2026
3047,48,Cade Cunningham,PG,24,DET,14,14,572,11.3,26.2,.432,3.7,9.1,.402,7.7,17.1,.448,8.8,10.3,.861,1.2,5.3,6.4,9.4,1.3,0.7,7.0,3.8,35.1,,109,112,2025-2026
3048,49,Tristan Da Silva,SF,24,ORL,7,0,107,5.2,13.6,.379,2.4,7.5,.313,2.8,6.1,.462,0.9,1.9,.500,3.3,6.1,9.4,0.5,0.5,0.0,2.4,3.8,13.6,,91,113,2025-2026
3049,50,Pacôme Dadiet,SG,20,NYK,7,0,40,10.0,20.1,.500,3.8,10.0,.375,6.3,10.0,.625,1.3,2.5,.500,2.5,6.3,8.8,3.8,2.5,0.0,2.5,1.3,25.1,,116,105,2025-2026
3050,51,Dyson Daniels,SG,22,ATL,6,6,166,5.4,12.3,.439,1.2,4.2,.286,4.2,8.1,.519,1.2,1.8,.667,2.7,8.4,11.1,9.0,3.3,0.6,3.3,3.6,13.2,,106,117,2025-2026
3051,52,JD Davison,PG,23,HOU,2,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,21.0,21.0,1.000,0.0,21.0,21.0,0.0,0.0,0.0,21.0,0.0,21.0,,67,107,2025-2026
3052,53,Mohamed Diawara,SF,20,NYK,6,0,43,3.5,15.2,.231,1.2,7.0,.167,2.3,8.2,.286,0.0,0.0,0,1.2,9.3,10.5,7.0,1.2,0.0,3.5,3.5,8.2,,72,106,2025-2026
3053,54,Gradey Dick,SG,22,TOR,3,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,,,115,2025-2026
3054,55,Donte DiVincenzo,SG,29,MIN,4,4,96,8.0,16.0,.500,5.5,11.5,.478,2.5,4.5,.556,0.0,1.0,.000,0.0,7.5,7.5,8.0,3.5,0.0,2.0,5.0,21.5,,128,110,2025-2026
3055,56,Luguentz Dort,SF,26,OKC,15,15,335,4.5,12.3,.366,3.0,9.8,.308,1.5,2.6,.588,0.3,0.6,.500,1.5,4.5,6.0,3.0,1.1,0.3,1.2,6.0,12.3,,107,117,2025-2026
3056,57,Ayo Dosunmu,SG,26,MIN,10,4,292,9.4,18.7,.500,2.8,6.6,.425,6.6,12.2,.541,4.1,4.4,.926,1.2,4.8,5.9,6.7,1.5,0.7,2.5,4.6,25.7,,123,115,2025-2026
3057,58,Andre Drummond,C,32,PHI,11,1,142,5.8,8.3,.696,1.4,2.9,.500,4.3,5.4,.800,2.5,3.6,.700,4.3,12.6,16.9,2.5,1.4,0.7,3.2,9.7,15.5,,128,115,2025-2026
3058,59,Ryan Dunn,SF,23,PHO,4,0,34,0.0,5.9,.000,0.0,5.9,.000,0.0,0.0,0,0.0,0.0,0,0.0,8.9,8.9,3.0,0.0,0.0,4.4,3.0,0.0,,18,131,2025-2026
3059,60,Kevin Durant,SF,37,HOU,1,1,41,8.9,15.3,.583,1.3,5.1,.250,7.7,10.2,.750,10.2,11.5,.889,2.6,5.1,7.7,5.1,1.3,1.3,11.5,5.1,29.4,,97,112,2025-2026
3060,61,Jalen Duren,C,22,DET,14,14,422,6.8,13.2,.514,0.0,0.0,0,6.8,13.2,.514,3.7,5.6,.674,5.6,8.8,14.4,3.6,1.1,2.1,3.9,5.8,17.3,,108,109,2025-2026
3061,62,Tari Eason,PF,24,HOU,6,4,195,8.3,17.5,.477,2.7,8.1,.333,5.6,9.4,.600,3.0,3.5,.846,3.2,7.5,10.7,2.7,4.0,1.1,1.3,5.9,22.3,,124,104,2025-2026
3062,63,VJ Edgecombe,SG,20,PHI,11,11,407,7.5,18.2,.414,2.6,9.1,.292,4.9,9.2,.534,1.6,2.3,.722,2.9,5.5,8.4,4.7,1.4,0.5,2.3,3.6,19.4,,105,121,2025-2026
3063,64,Anthony Edwards,SG,24,MIN,10,8,324,11.4,26.7,.428,3.0,9.3,.317,8.4,17.3,.487,6.2,7.6,.824,0.7,7.7,8.4,4.0,0.7,1.0,3.7,4.3,32.0,,103,115,2025-2026
3064,65,Justin Edwards,SF,22,PHI,9,0,109,5.2,15.0,.344,1.9,8.5,.222,3.3,6.6,.500,1.9,3.3,.571,2.8,6.6,9.4,1.9,0.0,0.5,2.8,7.0,14.1,,86,124,2025-2026
3065,66,Keon Ellis,SG,26,CLE,12,0,89,2.8,8.5,.333,2.8,7.9,.357,0.0,0.6,.000,2.3,2.8,.800,1.7,6.2,7.9,1.7,4.0,0.6,3.4,5.1,10.8,,94,110,2025-2026
3066,67,Joel Embiid,C,31,PHI,7,7,233,12.5,27.2,.460,1.1,6.2,.179,11.4,21.1,.542,10.8,13.0,.831,1.8,9.4,11.2,8.3,0.4,1.3,3.3,3.7,36.9,,115,120,2025-2026
3067,68,Dorian Finney-Smith,PF,32,HOU,4,0,49,2.1,15.0,.143,2.1,11.8,.182,0.0,3.2,.000,2.1,2.1,1.000,1.1,7.5,8.6,1.1,1.1,1.1,2.1,6.4,8.6,,62,111,2025-2026
3068,69,Rasheer Fleming,PF,21,PHO,4,0,18,8.4,14.0,.600,8.4,14.0,.600,0.0,0.0,0,0.0,0.0,0,2.8,0.0,2.8,0.0,5.6,2.8,2.8,5.6,25.2,,138,121,2025-2026
3069,70,De'Aaron Fox,PG,28,SAS,21,21,704,8.7,21.1,.414,2.1,7.1,.294,6.6,14.0,.475,3.3,4.3,.758,0.8,4.7,5.5,8.7,1.9,0.6,3.0,3.8,22.9,,108,109,2025-2026
3070,71,Luka Garza,C,27,BOS,7,1,59,8.7,17.4,.500,3.5,11.3,.308,5.2,6.1,.857,6.1,6.9,.875,6.1,4.3,10.4,5.2,0.0,0.9,0.9,12.2,26.9,,148,115,2025-2026
3071,72,Paul George,PF,35,PHI,11,11,394,8.4,18.4,.458,4.5,9.2,.493,3.9,9.2,.423,1.9,2.6,.750,0.8,4.8,5.6,4.3,1.8,0.6,2.9,3.5,23.4,,110,121,2025-2026
3072,73,Shai Gilgeous-Alexander,PG,27,OKC,15,15,544,12.2,26.3,.463,1.7,5.5,.305,10.5,20.9,.504,12.2,13.7,.892,0.6,3.5,4.1,11.0,1.8,1.2,4.3,3.1,38.3,,123,115,2025-2026
3073,74,Collin Gillespie,PG,26,PHO,4,3,114,7.1,15.9,.444,4.4,11.1,.400,2.7,4.9,.545,0.0,0.4,.000,2.7,6.2,8.8,6.6,2.2,0.4,1.8,5.3,18.6,,124,127,2025-2026
3074,75,Rudy Gobert,C,33,MIN,12,12,372,4.4,8.9,.493,0.0,0.3,.000,4.4,8.6,.507,2.3,4.9,.474,5.4,9.0,14.5,3.6,1.8,1.7,1.9,4.3,11.1,,112,111,2025-2026
3075,76,Hugo González,SF,19,BOS,4,0,19,0.0,8.1,.000,0.0,8.1,.000,0.0,0.0,0,0.0,5.4,.000,2.7,8.1,10.8,5.4,0.0,2.7,2.7,10.8,0.0,,39,111,2025-2026
3076,77,Jordan Goodwin,PG,27,PHO,1,1,5,10.1,40.3,.250,0.0,30.3,.000,10.1,10.1,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,20.2,,57,137,2025-2026
3077,78,Aaron Gordon,PF,30,DEN,3,3,89,6.6,16.4,.400,1.6,7.7,.214,4.9,8.8,.563,3.8,5.5,.700,2.2,6.6,8.8,3.8,0.0,0.5,0.5,4.9,18.6,,109,118,2025-2026
3078,79,Jerami Grant,PF,31,POR,5,0,112,6.7,19.2,.349,2.2,6.7,.333,4.5,12.5,.357,7.6,8.0,.944,0.9,3.1,4.0,0.9,2.2,0.4,1.3,4.9,23.2,,107,118,2025-2026
3079,80,Jalen Green,SG,23,PHO,4,4,151,10.7,27.7,.386,2.3,11.4,.206,8.3,16.4,.510,5.3,6.7,.800,1.7,5.3,7.0,4.7,2.7,0.3,4.3,2.7,29.1,,97,127,2025-2026
3080,81,Javonte Green,SG,32,DET,11,0,132,3.5,11.6,.300,2.7,10.4,.259,0.8,1.2,.667,1.9,2.3,.833,0.8,7.0,7.7,1.2,2.3,1.9,1.2,5.4,11.6,,99,107,2025-2026
3081,82,Jeff Green,PF,39,HOU,2,0,11,0.0,9.5,.000,0.0,4.8,.000,0.0,4.8,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,0.0,,0,119,2025-2026
3082,83,Quentin Grimes,SG,25,PHI,11,0,243,4.8,12.2,.397,2.9,7.4,.400,1.9,4.8,.391,2.9,3.4,.875,0.4,5.9,6.3,5.3,0.6,1.1,1.3,4.4,15.6,,119,122,2025-2026
3083,84,Mouhamed Gueye,PF,23,ATL,6,0,50,4.0,13.9,.286,1.0,9.9,.100,3.0,4.0,.750,1.0,2.0,.500,5.0,5.0,9.9,4.0,1.0,0.0,1.0,8.9,9.9,,92,125,2025-2026
3084,85,Rui Hachimura,PF,27,LAL,10,10,386,9.0,16.3,.549,4.4,7.8,.569,4.6,8.6,.531,1.1,1.5,.727,0.8,4.6,5.4,2.3,1.2,0.8,1.2,3.8,23.4,,131,117,2025-2026
3085,86,Yang Hansen,C,20,POR,4,0,5,0.0,20.0,.000,0.0,20.0,.000,0.0,0.0,0,0.0,0.0,0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,120,2025-2026
3086,87,Tim Hardaway Jr.,SG,33,DEN,6,0,140,6.6,15.7,.422,2.8,8.0,.348,3.8,7.7,.500,6.6,8.4,.792,2.1,4.9,7.0,1.7,1.4,0.7,1.4,3.5,22.6,,116,115,2025-2026
3087,88,James Harden,PG,36,CLE,18,18,672,7.7,18.7,.410,2.9,9.5,.299,4.8,9.2,.525,7.7,9.3,.831,1.0,5.9,6.9,7.4,2.3,0.9,6.3,3.5,25.9,,104,114,2025-2026
3088,89,Dylan Harper,SG,19,SAS,23,2,615,9.6,18.7,.515,1.8,5.5,.333,7.8,13.1,.591,5.0,6.0,.827,2.3,7.9,10.3,5.0,1.8,0.4,2.8,4.2,26.0,,121,107,2025-2026
3089,90,Ron Harper Jr.,SF,25,BOS,6,1,25,8.2,18.4,.444,6.1,12.3,.500,2.0,6.1,.333,0.0,0.0,0,2.0,6.1,8.2,2.0,6.1,0.0,0.0,2.0,22.5,,132,102,2025-2026
3090,91,Tobias Harris,PF,33,DET,14,14,485,9.6,22.5,.425,2.0,6.8,.292,7.6,15.7,.483,5.5,6.6,.825,1.7,8.9,10.6,2.4,2.2,1.2,1.6,3.8,26.6,,113,107,2025-2026
3091,92,Josh Hart,SF,30,NYK,19,19,614,6.1,14.2,.431,2.3,7.0,.326,3.8,7.2,.534,1.6,2.7,.606,1.8,12.1,13.9,7.1,2.6,0.3,2.9,4.2,16.2,,111,101,2025-2026
3092,93,Isaiah Hartenstein,C,27,OKC,15,15,350,8.2,12.9,.633,0.0,0.1,.000,8.2,12.8,.640,3.3,4.3,.767,7.2,10.8,18.0,5.6,1.7,1.4,3.7,6.9,19.7,,129,109,2025-2026
3093,94,Sam Hauser,PF,28,BOS,7,6,164,5.9,14.4,.413,5.0,11.9,.421,0.9,2.5,.375,0.0,0.0,0,2.8,6.6,9.4,1.9,0.3,0.3,0.6,3.1,16.9,,126,114,2025-2026
3094,95,Jaxson Hayes,C,25,LAL,10,0,163,6.0,8.9,.679,0.0,0.3,.000,6.0,8.6,.704,6.0,8.6,.704,4.8,5.4,10.2,2.2,1.0,2.5,3.2,8.6,18.1,,127,115,2025-2026
3095,96,Scoot Henderson,PG,21,POR,5,5,145,9.7,20.4,.475,4.5,9.7,.464,5.2,10.7,.484,2.1,2.8,.750,0.7,2.1,2.8,2.1,1.4,0.3,3.1,5.9,25.9,,107,121,2025-2026
3096,97,Buddy Hield,SG,33,ATL,2,0,13,15.3,19.1,.800,7.6,7.6,1.000,7.6,11.5,.667,0.0,0.0,0,0.0,7.6,7.6,0.0,0.0,0.0,7.6,0.0,38.2,,102,126,2025-2026
3097,98,Haywood Highsmith,SF,29,PHO,2,0,11,0.0,9.2,.000,0.0,9.2,.000,0.0,0.0,0,0.0,0.0,0,4.6,9.2,13.8,4.6,0.0,0.0,9.2,0.0,0.0,,30,130,2025-2026
3098,99,Aaron Holiday,PG,29,HOU,6,0,67,4.7,17.2,.273,3.1,11.7,.267,1.6,5.5,.286,0.0,0.0,0,0.0,1.6,1.6,2.3,1.6,0.8,2.3,4.7,12.5,,75,114,2025-2026
3099,100,Jrue Holiday,PG,35,POR,5,5,192,8.1,20.1,.403,3.1,8.9,.353,5.0,11.2,.442,2.1,2.3,.889,2.1,5.0,7.0,9.4,1.8,0.5,4.2,3.9,21.4,,104,118,2025-2026
3100,101,Ron Holland,SF,20,DET,9,0,58,3.5,11.4,.308,1.8,7.0,.250,1.8,4.4,.400,2.6,4.4,.600,0.9,11.4,12.3,0.9,3.5,1.8,2.6,7.9,11.4,,82,101,2025-2026
3101,102,DaRon Holmes,PF,23,DEN,2,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,24.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,,,106,2025-2026
3102,103,Chet Holmgren,PF,23,OKC,15,15,459,9.1,16.0,.568,1.6,4.6,.357,7.4,11.4,.654,4.7,5.7,.827,3.3,10.2,13.5,1.9,1.8,2.4,2.2,3.7,24.5,,129,109,2025-2026
3103,104,Jett Howard,SF,22,ORL,1,0,3,0.0,33.5,.000,0.0,33.5,.000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,119,2025-2026
3104,105,Kevin Huerter,SG,27,DET,5,0,46,2.2,7.8,.286,2.2,5.5,.400,0.0,2.2,.000,0.0,0.0,0,0.0,5.5,5.5,7.8,2.2,0.0,2.2,2.2,6.7,,101,111,2025-2026
3105,106,Ariel Hukporti,C,23,NYK,10,0,76,3.3,7.3,.455,0.0,0.7,.000,3.3,6.6,.500,4.6,9.9,.467,9.2,11.9,21.1,2.0,1.3,4.6,3.3,11.9,11.2,,110,98,2025-2026
3106,107,Bones Hyland,PG,25,MIN,10,0,116,6.2,20.7,.300,3.7,14.1,.265,2.5,6.6,.375,2.9,3.3,.875,1.2,4.1,5.4,6.2,1.7,0.4,3.3,4.6,19.0,,92,115,2025-2026
3107,108,Oso Ighodaro,PF,23,PHO,4,4,129,5.1,9.4,.542,0.0,0.0,0,5.1,9.4,.542,1.6,2.3,.667,4.7,6.3,10.9,6.3,0.8,1.2,2.7,5.9,11.7,,119,129,2025-2026
3108,109,Joe Ingles,SF,38,MIN,3,0,14,6.9,10.3,.667,6.9,10.3,.667,0.0,0.0,0,3.4,6.9,.500,3.4,3.4,6.9,0.0,6.9,0.0,3.4,0.0,24.0,,130,105,2025-2026
3109,110,Brandon Ingram,SF,28,TOR,5,5,148,6.3,19.4,.328,1.7,4.3,.385,4.7,15.0,.311,5.7,7.7,.739,0.7,4.7,5.3,3.7,1.0,1.3,3.3,3.3,20.0,,89,117,2025-2026
3110,111,Trayce Jackson-Davis,C,25,TOR,3,0,4,0.0,12.3,.000,0.0,0.0,0,0.0,12.3,.000,24.7,24.7,1.000,12.3,0.0,12.3,0.0,0.0,0.0,12.3,24.7,24.7,,92,122,2025-2026
3111,112,Bronny James,SG,21,LAL,8,0,42,6.2,12.3,.500,2.5,7.4,.333,3.7,4.9,.750,0.0,0.0,0,3.7,0.0,3.7,8.6,1.2,0.0,4.9,6.2,14.8,,109,121,2025-2026
3112,113,LeBron James,SF,41,LAL,10,10,384,11.3,24.6,.459,2.3,7.0,.327,9.0,17.6,.511,6.3,8.5,.746,0.5,8.5,9.0,9.8,1.8,0.4,5.1,2.2,31.2,,109,113,2025-2026
3113,114,Daniss Jenkins,PG,24,DET,14,3,318,7.1,19.6,.361,2.6,9.5,.271,4.5,10.1,.444,3.9,5.0,.774,2.1,3.9,5.9,6.7,1.0,0.8,1.6,3.7,20.5,,112,114,2025-2026
3114,115,Isaiah Joe,SG,26,OKC,13,0,143,8.1,19.3,.418,5.6,16.2,.348,2.5,3.2,.778,0.4,0.4,1.000,1.8,4.6,6.3,4.9,2.5,0.4,1.8,6.0,22.1,,118,113,2025-2026
3115,116,Cameron Johnson,SF,29,DEN,6,6,186,8.1,16.2,.500,2.9,9.2,.314,5.2,7.1,.741,3.1,4.5,.706,0.8,4.2,5.0,3.7,1.6,0.5,1.6,4.7,22.3,,116,116,2025-2026
3116,117,Jalen Johnson,SF,24,ATL,6,6,214,9.3,21.4,.435,2.1,7.2,.290,7.2,14.2,.508,6.5,7.4,.875,1.4,9.3,10.7,7.2,1.2,0.5,3.3,4.6,27.2,,111,122,2025-2026
3117,118,Keldon Johnson,SF,26,SAS,23,0,411,7.9,19.4,.407,2.5,7.0,.362,5.4,12.5,.433,3.0,5.2,.581,3.5,5.6,9.1,2.4,1.8,0.4,2.9,6.2,21.3,,100,109,2025-2026
3118,119,Nikola Jokić,C,30,DEN,6,6,237,11.1,24.9,.446,1.4,7.4,.194,9.7,17.5,.553,8.2,8.8,.930,1.8,14.4,16.2,11.7,1.2,1.0,4.7,4.3,31.9,,111,109,2025-2026
3119,120,Spencer Jones,SF,24,DEN,6,3,145,4.4,6.4,.684,3.0,4.4,.692,1.3,2.0,.667,1.3,1.7,.800,1.0,3.0,4.0,0.7,1.3,2.4,1.3,6.7,13.1,,142,115,2025-2026
3120,121,Tyus Jones,PG,29,DEN,3,0,30,6.5,13.0,.500,0.0,1.6,.000,6.5,11.4,.571,1.6,3.2,.500,0.0,0.0,0.0,8.1,3.2,0.0,0.0,4.9,14.6,,119,115,2025-2026
3121,122,Luke Kennard,SG,29,LAL,10,5,326,6.2,12.7,.488,2.9,6.0,.474,3.3,6.7,.500,3.0,3.6,.826,0.5,5.1,5.6,3.6,1.4,0.2,2.2,2.5,18.2,,119,117,2025-2026
3122,123,Corey Kispert,SF,26,ATL,5,0,54,3.7,20.2,.182,0.9,11.0,.083,2.8,9.2,.300,1.8,2.8,.667,2.8,4.6,7.4,5.5,1.8,0.0,2.8,7.4,10.1,,63,123,2025-2026
3123,124,Maxi Kleber,PF,34,LAL,3,0,14,0.0,3.7,.000,0.0,0.0,0,0.0,3.7,.000,3.7,7.4,.500,7.4,0.0,7.4,11.1,3.7,0.0,7.4,7.4,3.7,,83,115,2025-2026
